user_id,user_avg_rating,user_rating_std,user_rating_count
1,3.610294117647059,1.2635847449382043,272
2,3.7096774193548385,1.0304717489496715,62
3,2.7962962962962963,1.2190257419794979,54
4,4.333333333333333,0.9168313422570847,24
5,2.874285714285714,1.36296306211973,175
6,3.6350710900473935,1.0394606521187284,211
7,3.965260545905707,1.064480402109089,403
8,3.7966101694915255,1.242628762729949,59
9,4.2727272727272725,0.9351250581921515,22
10,4.206521739130435,0.5827772864869103,184
11,3.4640883977900554,0.9339776781345096,181
12,4.392156862745098,0.7766191182954232,51
13,3.09748427672956,1.4164144455780425,636
14,4.091836734693878,1.0363171776330202,98
15,2.875,1.341550327625989,104
16,4.328571428571428,1.0418775052128004,140
17,3.0357142857142856,1.1379690439434391,28
18,3.88086642599278,0.8492720498768546,277
19,3.55,0.8255779474818965,20
20,3.1041666666666665,1.1529718000155968,48
21,2.670391061452514,1.3272279818760262,179
22,3.3515625,1.4932385338242642,128
23,3.6357615894039736,0.9555692454141964,151
24,4.323529411764706,0.8184655550441197,68
25,4.051282051282051,0.6220501482568643,78
26,2.94392523364486,0.8559643761425944,107
27,3.24,0.8793937305515279,25
28,3.721518987341772,0.9599239935290751,79
29,3.6470588235294117,0.8835998319950068,34
30,3.7674418604651163,0.9961164901835046,43
31,3.9166666666666665,0.9673232581274399,36
32,3.317073170731707,0.9066152544007823,41
33,3.7083333333333335,0.5500329370901874,24
34,4.05,1.3945382182304156,20
35,3.0,0.9574271077563381,25
36,3.8,1.2814465510343749,20
37,3.6491228070175437,0.9908731371547203,57
38,3.71900826446281,1.5980359846588132,121
39,3.772727272727273,0.9223065383316713,22
40,2.8857142857142857,0.9631879839558708,35
41,3.769230769230769,0.8072073527955749,52
42,3.726775956284153,1.0647674198245463,183
43,3.7104072398190047,1.01682675593422,221
44,3.6490066225165565,1.0013236273166217,151
45,3.6041666666666665,0.9165054661613024,48
46,4.111111111111111,0.9336995618478525,27
47,3.64,0.9073771725877466,25
48,3.787878787878788,1.045358260489624,66
49,2.683720930232558,1.2539526725254468,215
50,3.5416666666666665,1.3824731042801415,24
